,year,month,day,level_3,Title,Date,Price
179,2007,10,8,Title,Light initial trading of New York robusta contract set to pick up Cameroon expects to maintain cocoa output in new season Brazilian coffee exports decline in September ,10/8/07,1.2689
180,2007,10,9,Title,Olam invests $45m in brand new Vietnamese coffee facility ,10/9/07,1.2856
181,2007,10,10,Title,"Milk product prices, October 10 US organic coffee sales up by a quarter last year says report ",10/10/07,1.2605
182,2007,10,11,Title,Disulfoton uses cancelled in US: Cocoa industry urged to create sustainabilty framework Brazilian coffee exports increase this year says industry body ,10/11/07,1.2604
183,2007,10,12,Title,Kenya's tea sector looks to boost market share in US Robusta coffee prices hit ten-year high in London Caribou Coffee sales remain steady Honduran coffee production set to increase in new season ,10/12/07,1.2874
184,2007,10,14,Title,New Olam coffee plant Weather Charts Production concerns push up soya prices Coffee shipments Dutch call for cocoa sustainability Leading trader plays down Brazil's coffee losses UCDA steps up battle against poor standards State control raises doubts for Ethiopian bourse Analysts refine projections for Ivorian output Delays cut Indonesian production ,10/14/07,1.2874
185,2007,10,15,Title,US company to open coffee farm in Ethiopia ,10/15/07,1.3006
186,2007,10,16,Title,Coca-Cola and Illycafe set up joint ready-to-drink coffee venture India's Amrit Foods forays into premium flavoured milk market ,10/16/07,1.2285
187,2007,10,17,Title,"Milk product prices, October 17 Guatemala sees rise in coffee exports for 2006/07 season ",10/17/07,1.2152
188,2007,10,18,Title,BABs puts a shine on Nestlé dairy results Nestle reports increase in nine month sales Vietnam needs new strategy to improve coffee quality says official ,10/18/07,1.2195
189,2007,10,21,Title,Nestle's sales rise despite price increases Coke partners Illycafe people and places ICE Futures US lengthens trading curves Sugar finds support from costly crude oil CHARTS Call for coffee plan Guatemala targets higher coffee output Vietnam identifies ways to develop industry India will bring in new coffee variety this year ,10/21/07,1.2195
190,2007,10,22,Title,"Vietnam's 2008 coffee exports to reach 900,000 tonnes ",10/22/07,1.1847
191,2007,10,23,Title,Vietnam to improve coffee quality with new export criteria ,10/23/07,1.1825
192,2007,10,24,Title,"Amrit Foods forays into flavoured milk market Milk product prices, October 24 Rains delay start to Vietnam coffee harvest say traders ",10/24/07,1.1775
193,2007,10,25,Title,Lack of export demand lowers canola values CHARTS weather Sumatra coffee sales Kenyan coffee sales Volcano disruption Ethiopian tea boost Costa Rica sets blistering pace for coffee sales Vietnam releases its first 2008 export forecast Mexico to be organic world leader: Asahi brewery to move deeper into soft drinks ,10/25/07,1.1755
194,2007,10,26,Title,Vietnam's October coffee exports surge Indofood set to become largest oil palm plantation owner in Indonesia ,10/26/07,1.1588
195,2007,10,29,Title,Vietnam exports record volume of coffee beans in 06/07 season Ivory Coast public prosecutor freezes cocoa sector funds Colombian coffee shop chain to open branches in Chile ,10/29/07,1.1613
196,2007,11,1,Title,Asahi beverages buy-out More tea for Tata? India coffee exports drop in first eight months of the year El Salvador will increase coffee output this season says official ,11/1/07,1.1651
197,2007,11,2,Title,Ecuadorian coffee exports rise in first eight months of the year ,11/2/07,1.1898
198,2007,11,4,Title,Jamaican coffee move Ivorian crop concerns fuel rise in cocoa price Charts Indian coffee concern Better coffee output Brazilian rains send arabica down Vietnam struggles to repeat recent sales success India braces itself for 10% fall in arabica crop Ivory Coast freezes bank accounts ,11/4/07,1.1898
199,2007,11,5,Title,Honduran coffee exports surge in October ,11/5/07,1.1536
200,2007,11,6,Title,Guatemala coffee exports rise as season opens New Vietnamese coffee arriving at ports in good condition say traders ,11/6/07,1.1689
201,2007,11,7,Title,"Milk product prices, November 7 ",11/7/07,1.1763
202,2007,11,8,Title,Brazil lends money to coffee sector ,11/8/07,1.1825
203,2007,11,9,Title,India coffee exports on target but output may fall short says official Ivory Coast cocoa co-operatives aim to ship half of country's crop ,11/9/07,1.1865
204,2007,11,11,Title,Global coffee rise Robusta prices 'set to explode' as typhoon threatens Vietnam Vietnam new crop beans seen in good shape India aims for major regeneration of sector Uganda coffee losses People and places Crude oil sends soyabeans to new peaks Charts Weather ,11/11/07,1.1865
205,2007,11,12,Title,"Louis Dreyfus predicts record Brazil coffee crop next season Agropur, Adecoagro jv to develop Latin American dairy sales Global coffee consumption will rise next year says ICO official ",11/12/07,1.1876
206,2007,11,13,Title,CCHBC looks to buy more beverage firms JP Morgan develops index that reduces rolling losses Olam completes deals for garlic and casein companies Indonesia will consolidate 14 plantation firms into one entity ,11/13/07,1.187
207,2007,11,14,Title,"Agropur, Adecoagro jv to develop Latin American sales Dean Foods' Q3 profits slump on soaring raw milk costs Milk product prices, November 14 ",11/14/07,1.2027
208,2007,11,15,Title,Vietnam has exceeded coffee export revenue target says official ,11/15/07,1.2079
209,2007,11,16,Title,Kenya to begin exporting specialty coffee next year ,11/16/07,1.2092
210,2007,11,18,Title,Ivorian co-ops make export bid Olam rides commodity boom Ivorian road repairs Indian coffee trend Charts Market sees further rises in soyabean futures JP Morgan launches index that cuts rolling losses Sumatran coffee slide Ugandan coffee boom Indonesia plans to merge 14 plantation firms Colombia gets GI protection Taiwan goes ape over coffee Global coffee exports increase by a healthy 10% ICE's rival robusta contract fails to take off ,11/18/07,1.2092
211,2007,11,19,Title,Rains reduce Ugandan coffee deliveries to traders ,11/19/07,1.2178
212,2007,11,20,Title,Kenyan coffee harvest could be lower due to disease Nepal source urges end of exploitation of small tea farmers ,11/20/07,1.1897
213,2007,11,21,Title,"Milk product prices, November 21 Senior Indian official forecasts downturn in coffee production ",11/21/07,1.2055
214,2007,11,22,Title,USDA raises Brazil's coffee production forecast ,11/22/07,1.2055
215,2007,11,23,Title,Indian coffee harvest will be slower due to labour shortage Vietnam coffee crop harvest set to be disrupted by typhoon ,11/23/07,1.2021
216,2007,11,25,Title,Brazilian coffee rise Starbucks boosts revenue Kenyan coffee decline Domestic demand helps raise canola values Weather Indian coffee decline Key coffee exporters cite problems Vietnam farmers continue robusta land growth Rains reduce Ugandan deliveries to traders ,11/25/07,1.2021
217,2007,11,26,Title,Nestle expands its presence in the Russian chocolate market Tropical storm slows Vietnam coffee harvest ,11/26/07,1.2156
218,2007,11,27,Title,Colombian coffee output set to increase this season ,11/27/07,1.2033
219,2007,11,28,Title,"Milk product prices, November 28 USDA predicts lower Vietnamese coffee output this season ",11/28/07,1.1984
220,2007,11,29,Title,USDA says Vietnam will fall from coffee high Ivorian cocoa farmers threaten to strike again CHARTS Weak dollar and Asian sales propel soyabeans EC gives Ghana's industry a leg up Better stocks allow London coffee price to ease Indonesian quality issues hurt Italian sales Buyers take cover as market may explode Kenyan coffee forecast Better coffee outlook Next season coffee crop could be lower-than-expected in Brazil Ivorian cocoa workers threaten strike action and port blockade ,11/29/07,1.229
221,2007,12,4,Title,Ivory Coast cocoa industry workers begin strike action Mexico coffee exports will decline this season says official ,12/4/07,1.2365
222,2007,12,5,Title,"Milk product prices, December 05 Strike action in Ivory Coast will not affect cocoa prices claim traders Coffee prices will remain high next year say ICO chief ",12/5/07,1.2395
223,2007,12,6,Title,US organic acquisition Colombia OKs several genetically modified crop trials: Ivory Coast's cocoa workers return following two-day strike ,12/6/07,1.2417
224,2007,12,9,Title,Two-day strike causes London cocoa price spike Sugar and grains drive US-based exchanges Brazilian coffee slump Ivorian strike lifts cocoa values in NewYork Weather Robusta harvest Lower coffee output ICO president expects persistently firm prices Uncertainty over Brazil's crop slows trading Mexico confident it can turn fortunes around ,12/9/07,1.2417
225,2007,12,10,Title,Indian coffee traders look to secure supplies of robusta ICO sees global coffee output rising in 2007/08 season ,12/10/07,1.2347
226,2007,12,11,Title,Half of Vietnam coffee harvesting already completed says official Indonesia set to import coffee due to surging domestic demand ,12/11/07,1.2591
227,2007,12,12,Title,"Milk product prices, December 12 ",12/12/07,1.266
228,2007,12,14,Title,ICE Futures US to end open-outcry trading for futures contracts ,12/14/07,1.2709
229,2007,12,16,Title,Coffee outlets in India Cameroon coffee Coffee increase Commercial buying pushes canola upwards Coffee exports fall Brazil coffee harvest Indian coffee traders hoard stocks Indonesia poised to become net importer Rains lower Vietnamese production outlook ,12/16/07,1.2709
230,2007,12,17,Title,Indian coffee output this year could be lowest for ten years ,12/17/07,1.2686
231,2007,12,18,Title,Vietnam to expand cocoa acreage to boost production ,12/18/07,1.2732
232,2007,12,19,Title,"Milk, cream sales on the up Milk product prices, December 19 Canadian milk, cream sales on the increase Italian roaster predicts global coffee output will be higher this year ",12/19/07,1.2757
233,2007,12,20,Title,Bayer's Temik 150 wins Brazil vote: ,12/20/07,1.278
234,2007,12,23,Title,weather Trading briefs ICO chief tweaks his view of world coffee crop US softs exchange calls time on open outcry Ethiopia delays launch of commodity bourse by two months India officials claim smallest crop in a decade Fortis coffee forecast Ethiopian trademark Roaster expects lengthy coffee lull Vietnam plans cocoa expansion Profit-taking trims strong rises in most areas ,12/23/07,1.278
235,2008,1,2,Title,Cameroon cocoa exports down in first quarter of season Vietnam sees coffee exports surge in 2007 ,1/2/08,1.2728
236,2008,1,3,Title,Indian coffee exports declined last year says industry official ,1/3/08,1.2578
237,2008,1,4,Title,Cocoa workers suspend strike action in Ivory Coast as exports resume Cameroon sees slight decline in robusta coffee exports London cocoa prices rise over Ivory Coast strike concerns Brazilian crop speculation sends robusta to seven week high Coffee production unaffected by ongoing Kenyan violence ,1/4/08,1.2782
238,2008,1,6,Title,Peru's coffee worries Vietnam's coffee buzz Brazilian coffee sales Weather Organic commodities Ugandan coffee plan Liffe changing coffee contract for the new year Renewed strikes cripple Ivory Coast Brazilian doubts dominate robusta market Small crop and costly freight hit Indian deliveries Uganda looks to growth markets Rain delays upset Cameroon's cocoa marketing India struggles to deal with strong rupee Corn futures track soya to hit 12-year high ,1/6/08,1.2782
239,2008,1,7,Title,Kenyan tea exporters fear losses after post-election violence ,1/7/08,1.2563
240,2008,1,8,Title,Brazil coffee output for 2008/09 set to be lower than initial estimates ,1/8/08,1.2471
241,2008,1,9,Title,"Milk product prices, January 9 ",1/9/08,1.2773
242,2008,1,10,Title,Uganda records highest ever cocoa harvest last season ,1/10/08,1.2901
243,2008,1,11,Title,Brazil coffee exports set to drop this year despite higher output Ivory Coast cocoa exports fell last season says trade body ,1/11/08,1.2938
244,2008,1,13,Title,Mexico escapes frost Trading briefs Soyabeans and corn enter battle for acreage Honduran coffee rise FO Licht forecasts manageable coffee shortfall Conab's low figure gives coffee prices a leg up Vietnamese trade slow to take up standards Ivorians put port strike on hold Records tumble at Liffe's commodity section Kenyan tea producers fear plummet in export volumes ,1/13/08,1.2938
245,2008,1,14,Title,Vietnam to keep coffee output volumes stable in coming years ,1/14/08,1.2944
